id,"Длина стандартной трубы, м ",caption,"Общая длина (с раструбом), м ",Внутренняя поверхность трубы ,Цвет трубы снаружи ,title,"Внутренний диаметр, мм ",Основной вид соединения ,"Кольцевая жесткость, кН/м2 ",Материал ,Структура трубы ,"Наружный диаметр, мм ",Страна изготовитель ,"Номинальное рабочее давление PN, бар ",Тип номинального диаметра DN ,price,url,"Номинальный диаметр DN (Дн, D, d), мм ",Наличие резинового уплотнителя ,currency,Цвет трубы внутри ,Наружная поверхность трубы ,Возможность поставки в бухтах ,SDR ,ТУ ,Усилие протяжки ,Наличие раструба ,Международный стандарт ,Назначение ,"Кольцевая жесткость SN (класс кольцевой жесткости),  кН/м2 ",Основная единица измерения ,Наличие удаляемого защитного покрытия из полипропилена ,"Толщина стенки e, мм ",Другие виды соединения ,ГОСТ ,"Вес погонного метра, кг "
0cd2994f-a80a-41ae-b826-6b87cefe4933,13,Труба ПЭ (ПНД) SDR 11 тип Т Ø 20х2 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 11 тип Т Ø 20х2 мм техническая используется как защитный футляр для кабеля.,NaN,NaN,черный,Труба ПЭ (ПНД) SDR 11 тип Т Ø 20х2 мм техническая,16,сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,19,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-11-tip-t-20x2-mm-tehnicheskaya/,20,NaN,rub,черный,NaN,NaN,11,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,2,электромуфтовая сварка,NaN,"0,117"
f0093314-b671-45b0-90b2-c6079e5fee69,13,Труба (ПНД) ПЭ 100 SDR 11 Ø 20х2 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 11 Ø 20х2 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».,NaN,NaN,"черный, черный с синими полосами",Труба (ПНД) ПЭ 100 SDR 11 Ø 20х2 мм питьевая ГОСТ 18599,"16,4",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,16,NaN,29,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-20-sdr11-pn-16-2/,20,NaN,rub,NaN,NaN,нет,11,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"1,8","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,117"
6b2c2f19-2db6-41aa-a209-71dd10c1cff1,13,"Труба ПЭ (ПНД) SDR 11 тип Т Ø 25х2,3 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 11 тип Т Ø 25х2,3 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 11 тип Т Ø 25х2,3 мм техническая","20,4",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,27,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-11-tip-t-25x2-3-mm-tehnicheskaya/,25,NaN,rub,черный,NaN,NaN,11,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"2,3",электромуфтовая сварка,NaN,"0,171"
77fa4238-60cf-4066-a54b-ce9a244ee3ae,13,"Труба (ПНД) ПЭ 100 SDR 11 Ø 25х2,3 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 11 Ø 25х2,3 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 11 Ø 25х2,3 мм питьевая ГОСТ 18599","20,5",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,16,NaN,43,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-25-sdr11-pn-16-2/,25,NaN,rub,NaN,NaN,нет,11,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"2,3","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,171"
37a58897-d910-49b3-886a-5bc0e29b0e08,13,"Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 32х2,4 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 32х2,4 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 32х2,4 мм техническая","27,2",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,36,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-13-6-tip-st-32x2-4-mm-tehnicheskaya/,32,NaN,rub,черный,NaN,NaN,"13,6",NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"2,4",электромуфтовая сварка,NaN,"0,23"
02b60d87-7e9f-4c4a-a938-9aeedf3c16a3,13,Труба ПЭ (ПНД) SDR 11 тип Т Ø 32х3 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 11 тип Т Ø 32х3 мм техническая используется как защитный футляр для кабеля.,NaN,NaN,черный,Труба ПЭ (ПНД) SDR 11 тип Т Ø 32х3 мм техническая,26,сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,44,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-11-tip-t-32x3-mm-tehnicheskaya/,32,NaN,rub,черный,NaN,NaN,11,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,3,электромуфтовая сварка,NaN,"0,28"
101c01dd-fd4a-46ef-b79c-aceacacc70fc,13,Труба (ПНД) ПЭ 100 SDR 17 Ø 32х2 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 17 Ø 32х2 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».,NaN,NaN,"черный, черный с синими полосами",Труба (ПНД) ПЭ 100 SDR 17 Ø 32х2 мм питьевая ГОСТ 18599,"28,2",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,10,NaN,49,https://nf-truba.ru/catalog/product/truba-dlya-vodosnabzheniya-o-32-mm-sdr-17-gost-18599-pe-100/,32,NaN,rub,NaN,NaN,нет,17,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"1,9","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,19"
b9fd419e-1da0-4b48-9f0c-540357377eb8,13,"Труба (ПНД) ПЭ 100 SDR 13,6 Ø 32х2,4 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 13,6 Ø 32х2,4 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 13,6 Ø 32х2,4 мм питьевая ГОСТ 18599","27,3",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,"12,5",NaN,58,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-32-sdr13-6-pn-12-5-2/,32,NaN,rub,NaN,NaN,нет,"13,6",NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"2,4","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,23"
14afd75a-2275-476b-a4c6-abc5e6ced1d4,13,Труба (ПНД) ПЭ 100 SDR 11 Ø 32х3 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 11 Ø 32х3 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».,NaN,NaN,"черный, черный с синими полосами",Труба (ПНД) ПЭ 100 SDR 11 Ø 32х3 мм питьевая ГОСТ 18599,"26,2",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,16,NaN,71,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-32-sdr11-pn-16-2/,32,NaN,rub,NaN,NaN,нет,11,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"2,9","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,28"
f11c04dc-7330-4d3f-a713-68b22e041ec0,13,"Труба ПЭ (ПНД) SDR 17 тип С+ Ø 40х2,4 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 17 тип С+ Ø 40х2,4 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 17 тип С+ Ø 40х2,4 мм техническая","35,2",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,40,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-17-tip-s-40x2-4-mm-tehnicheskaya/,40,NaN,rub,черный,NaN,NaN,17,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"2,4",электромуфтовая сварка,NaN,"0,29"
e7f57ef2-cb50-4dd1-8e16-dde11c91cea0,13,"Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 40х3 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 40х3 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 40х3 мм техническая",34,сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,48,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-13-6-tip-st-40x3-mm-tehnicheskaya/,40,NaN,rub,черный,NaN,NaN,"13,6",NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,3,электромуфтовая сварка,NaN,"0,35"
c9dcc6d5-fa49-4d22-97cb-ad4b0303d955,13,"Труба ПЭ (ПНД) SDR 11 тип Т Ø 40х3,7 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 11 тип Т Ø 40х3,7 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 11 тип Т Ø 40х3,7 мм техническая","32,6",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,59,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-11-tip-t-40x3-7-mm-tehnicheskaya/,40,NaN,rub,черный,NaN,NaN,11,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"3,7",электромуфтовая сварка,NaN,"0,43"
28396099-58c5-4693-a086-8e37540123cc,13,"Труба (ПНД) ПЭ 100 SDR 17 Ø 40х2,4 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 17 Ø 40х2,4 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 17 Ø 40х2,4 мм питьевая ГОСТ 18599","35,3",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,10,NaN,64,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-40-sdr17-pn-10-2/,40,NaN,rub,NaN,NaN,нет,17,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"2,4","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,29"
f52bdcc7-356a-477e-80b5-6cf03780d0a0,13,"Труба (ПНД) ПЭ 100 SDR 13,6 Ø 40х3 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 13,6 Ø 40х3 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 13,6 Ø 40х3 мм питьевая ГОСТ 18599","34,1",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,"12,5",NaN,77,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-40-sdr13-6-pn-12-5-2/,40,NaN,rub,NaN,NaN,нет,"13,6",NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"2,9","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,35"
09ef237c-b034-4171-9920-7436286ad09d,13,"Труба (ПНД) ПЭ 100 SDR 11 Ø 40х3,7 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 11 Ø 40х3,7 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 11 Ø 40х3,7 мм питьевая ГОСТ 18599","32,7",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,16,NaN,94,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-40-sdr11-pn-16-2/,40,NaN,rub,NaN,NaN,нет,11,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"3,6","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,43"
b76ad281-2e9b-46ee-8f8d-60286904bd57,13,"Труба ПЭ (ПНД) SDR 17,6 тип С Ø 50х2,9 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 17,6 тип С Ø 50х2,9 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 17,6 тип С Ø 50х2,9 мм техническая","44,2",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,60,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-17-6-tip-s-50x2-9-mm-tehnicheskaya/,50,NaN,rub,черный,NaN,NaN,"17,6",NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"2,9",электромуфтовая сварка,NaN,"0,436"
ba944365-a999-4a8c-8d72-2393f92e49a0,13,Труба ПЭ (ПНД) SDR 17 тип С+ Ø 50х3 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 17 тип С+ Ø 50х3 мм техническая используется как защитный футляр для кабеля.,NaN,NaN,черный,Труба ПЭ (ПНД) SDR 17 тип С+ Ø 50х3 мм техническая,44,сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,61,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-17-tip-s-50x3-mm-tehnicheskaya/,50,NaN,rub,черный,NaN,NaN,17,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,3,электромуфтовая сварка,NaN,"0,45"
8374fef1-61d2-4437-88d9-61cec7215f2e,13,"Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 50х3,7 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 50х3,7 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 50х3,7 мм техническая","42,6",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,75,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-13-6-tip-st-50x3-7-mm-tehnicheskaya/,50,NaN,rub,черный,NaN,NaN,"13,6",NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"3,7",электромуфтовая сварка,NaN,"0,55"
974a7f4c-5412-4105-989d-d85d09a8fb15,13,"Труба (ПНД) ПЭ 100 SDR 21 Ø 50х2,4 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 21 Ø 50х2,4 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 21 Ø 50х2,4 мм питьевая ГОСТ 18599","45,2",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,8,NaN,82,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-50-sdr21-pn-8-2/,50,NaN,rub,NaN,NaN,нет,21,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"2,4","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,37"
66b3216e-615f-44e0-b551-910e05546f8e,13,"Труба ПЭ (ПНД) SDR 11 тип Т Ø 50х4,6 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 11 тип Т Ø 50х4,6 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 11 тип Т Ø 50х4,6 мм техническая","40,8",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,90,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-11-tip-t-50x4-6-mm-tehnicheskaya/,50,NaN,rub,черный,NaN,NaN,11,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"4,6",электромуфтовая сварка,NaN,"0,66"
a74c156f-3317-4903-a71a-9468958200be,13,Труба (ПНД) ПЭ 100 SDR 17 Ø 50х3 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 17 Ø 50х3 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».,NaN,NaN,"черный, черный с синими полосами",Труба (ПНД) ПЭ 100 SDR 17 Ø 50х3 мм питьевая ГОСТ 18599,"44,1",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,10,NaN,99,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-50-sdr17-pn-10-2/,50,NaN,rub,NaN,NaN,нет,17,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"2,9","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,45"
ce11be6f-f258-49f8-9cae-9eb2ec62462d,13,"Труба (ПНД) ПЭ 100 SDR 13,6 Ø 50х3,7 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 13,6 Ø 50х3,7 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 13,6 Ø 50х3,7 мм питьевая ГОСТ 18599","42,6",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,"12,5",NaN,121,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-50-sdr13-6-pn-12-5-2/,50,NaN,rub,NaN,NaN,нет,"13,6",NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"3,7","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,55"
f368717b-0dd3-423c-b30c-d114779b0ee7,13,"Труба (ПНД) ПЭ 100 SDR 11 Ø 50х4,6 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 11 Ø 50х4,6 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 11 Ø 50х4,6 мм питьевая ГОСТ 18599","40,9",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,16,NaN,145,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-50-sdr11-pn-16-2/,50,NaN,rub,NaN,NaN,нет,11,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"4,5","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"0,66"
5b2d503e-ffef-4ea9-9fd8-ea64239a6530,13,"Труба ПЭ (ПНД) SDR 26 тип СЛ Ø 63х2,5 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 26 тип СЛ Ø 63х2,5 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 26 тип СЛ Ø 63х2,5 мм техническая",58,сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,67,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-26-tip-sl-63x2-5-mm-tehnicheskaya/,63,NaN,rub,черный,NaN,NaN,26,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"2,5",электромуфтовая сварка,NaN,"0,49"
d18b1d1b-3ccc-4d9d-96af-97eebe8b2751,13,"Труба ПЭ (ПНД) SDR 17,6 тип С Ø 63х3,6 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 17,6 тип С Ø 63х3,6 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 17,6 тип С Ø 63х3,6 мм техническая","55,8",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,93,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-17-6-tip-s-63x3-6-mm-tehnicheskaya/,63,NaN,rub,черный,NaN,NaN,"17,6",NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"3,6",электромуфтовая сварка,NaN,"0,682"
84d646e8-97c0-45e0-97c8-af75c7bd257b,13,"Труба ПЭ (ПНД) SDR 17 тип С+ Ø 63х3,8 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 17 тип С+ Ø 63х3,8 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 17 тип С+ Ø 63х3,8 мм техническая","55,4",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,98,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-17-tip-s-63x3-8-mm-tehnicheskaya/,63,NaN,rub,черный,NaN,NaN,17,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"3,8",электромуфтовая сварка,NaN,"0,72"
