id,"Длина стандартной трубы, м ",caption,"Общая длина (с раструбом), м ",Внутренняя поверхность трубы ,Цвет трубы снаружи ,title,"Внутренний диаметр, мм ",Основной вид соединения ,"Кольцевая жесткость, кН/м2 ",Материал ,Структура трубы ,"Наружный диаметр, мм ",Страна изготовитель ,"Номинальное рабочее давление PN, бар ",Тип номинального диаметра DN ,price,url,"Номинальный диаметр DN (Дн, D, d), мм ",Наличие резинового уплотнителя ,currency,Цвет трубы внутри ,Наружная поверхность трубы ,Возможность поставки в бухтах ,SDR ,ТУ ,Усилие протяжки ,Наличие раструба ,Международный стандарт ,Назначение ,"Кольцевая жесткость SN (класс кольцевой жесткости),  кН/м2 ",Основная единица измерения ,Наличие удаляемого защитного покрытия из полипропилена ,"Толщина стенки e, мм ",Другие виды соединения ,ГОСТ ,"Вес погонного метра, кг "
f3813aa6-8ca8-488d-a2b5-f16f805fb1df,13,"Труба ПЭ (ПНД) SDR 26 тип СЛ Ø 110х4,2 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 26 тип СЛ Ø 110х4,2 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 26 тип СЛ Ø 110х4,2 мм техническая","101,6",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,193,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-26-tip-sl-110x4-2-mm-tehnicheskaya/,110,NaN,rub,черный,NaN,NaN,26,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"4,2",электромуфтовая сварка,NaN,"1,42"
b5613cbe-2232-45de-ba83-0a6b16035a01,13,"Труба ПЭ (ПНД) SDR 17,6 тип С Ø 110х6,3 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 17,6 тип С Ø 110х6,3 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 17,6 тип С Ø 110х6,3 мм техническая","97,4",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,281,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-17-6-tip-s-110x6-3-mm-tehnicheskaya/,110,NaN,rub,черный,NaN,NaN,"17,6",NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"6,3",электромуфтовая сварка,NaN,"2,07"
1466b756-688d-4713-8787-18aff5abda50,13,Труба 110 мм для электрического кабеля 4 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля 4 кН/м2,"101,5",сварка нагретым инструментом встык,SN 4,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,289,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-4-kn-m2/,110,NaN,rub,NaN,NaN,нет,26,NaN,4 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"4,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","1,4"
f5246004-a97e-44a6-9665-272f8e1f255b,13,"Труба ПЭ (ПНД) SDR 17 тип С+ Ø 110х6,6 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 17 тип С+ Ø 110х6,6 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 17 тип С+ Ø 110х6,6 мм техническая","96,8",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,293,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-17-tip-s-110x6-6-mm-tehnicheskaya/,110,NaN,rub,черный,NaN,NaN,17,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"6,6",электромуфтовая сварка,NaN,"2,16"
97e444b8-fa36-4997-b961-7858af1e593b,13,"Труба (ПНД) ПЭ 100 SDR 26 Ø 110х4,2 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 26 Ø 110х4,2 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 26 Ø 110х4,2 мм питьевая ГОСТ 18599","101,5",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,"6,3",NaN,312,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-110-sdr26-pn-6-3-2/,110,NaN,rub,NaN,NaN,нет,26,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"4,2","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"1,42"
740443fa-9fa4-4909-9cc6-6308e121e19d,13,"Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 110х8,1 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 110х8,1 мм техническая используется как защитный футляр для кабеля.",NaN,NaN,черный,"Труба ПЭ (ПНД) SDR 13,6 тип СТ Ø 110х8,1 мм техническая","93,8",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,354,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-13-6-tip-st-110x8-1-mm-tehnicheskaya/,110,NaN,rub,черный,NaN,NaN,"13,6",NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,"8,1",электромуфтовая сварка,NaN,"2,61"
8a803248-be22-48b0-ab51-8a4aae2c8f8a,13,Труба 110 мм для электрического кабеля 8 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля 8 кН/м2,"99,5",сварка нагретым инструментом встык,SN 8,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,372,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-8-kn-m2/,110,NaN,rub,NaN,NaN,нет,21,NaN,8 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"5,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","1,8"
83281fbd-0141-43dd-b3f6-6e0d8f12d9e6,13,Труба 110 мм для электрического кабеля термостойкая 4 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля термостойкая 4 кН/м2,"101,5",сварка нагретым инструментом встык,SN 4,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,385,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-4-kn-m2/,110,NaN,rub,NaN,NaN,нет,26,NaN,4 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"4,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","1,4"
22882115-a8d3-4b85-979c-c23be3c0806f,13,"Труба (ПНД) ПЭ 100 SDR 21 Ø 110х5,3 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 21 Ø 110х5,3 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 21 Ø 110х5,3 мм питьевая ГОСТ 18599","99,5",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,8,NaN,390,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-110-sdr21-pn-8-2/,110,NaN,rub,NaN,NaN,нет,21,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"5,2","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"1,77"
3bd412e7-0e27-47e3-b43f-7eea776638c7,13,Труба ПЭ (ПНД) SDR 11 тип Т Ø 110х10 мм техническая изготавливается из вторичного обработанного сырья. Эти трубы нельзя применять для напорного водопровода и канализации. Труба ПЭ (ПНД) SDR 11 тип Т Ø 110х10 мм техническая используется как защитный футляр для кабеля.,NaN,NaN,черный,Труба ПЭ (ПНД) SDR 11 тип Т Ø 110х10 мм техническая,90,сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД),однослойная,NaN,Россия,NaN,NaN,426,https://nf-truba.ru/catalog/product/truba-pe-pnd-sdr-11-tip-t-110x10-mm-tehnicheskaya/,110,NaN,rub,черный,NaN,NaN,11,NaN,NaN,без раструба,NaN,"для кабельных сетей, безнапорная канализация",NaN,м.п.,отсутствует,10,электромуфтовая сварка,NaN,"3,14"
a7e6ae90-8e25-474b-8565-f5304063cbd1,13,Труба 110 мм для электрического кабеля F3 16 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля F3 16 кН/м2,"97,1",сварка нагретым инструментом встык,SN 16,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,454,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-f3-16-kn-m2/,110,NaN,rub,NaN,NaN,нет,17,NaN,F3 16 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"6,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","2,2"
8f62e934-b272-4fb9-9ded-bebecd53f5f6,13,"Труба (ПНД) ПЭ 100 SDR 17 Ø 110х6,6 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 17 Ø 110х6,6 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 17 Ø 110х6,6 мм питьевая ГОСТ 18599","97,1",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,10,NaN,476,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-110-sdr17-pn-10-2/,110,NaN,rub,NaN,NaN,нет,17,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"6,5","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"2,16"
f2cd01ea-35c5-41d1-b2b6-41c83dcb08d2,13,Труба 110 мм для электрического кабеля термостойкая 8 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля термостойкая 8 кН/м2,"99,5",сварка нагретым инструментом встык,SN 8,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,495,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-8-kn-m2/,110,NaN,rub,NaN,NaN,нет,21,NaN,8 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"5,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","1,8"
5fd1c85d-0461-485a-aa7e-9e36c8c1c371,13,Труба 110 мм для электрического кабеля F2 32 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля F2 32 кН/м2,"93,8",сварка нагретым инструментом встык,SN 32,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,537,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-f2-32-kn-m2/,110,NaN,rub,NaN,NaN,нет,"13,6",NaN,F2 32 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"8,1",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","2,6"
1f992213-a2a4-4ab6-bb05-933549ce26d0,13,"Труба (ПНД) ПЭ 100 SDR 13,6 Ø 110х8,1 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 13,6 Ø 110х8,1 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».",NaN,NaN,"черный, черный с синими полосами","Труба (ПНД) ПЭ 100 SDR 13,6 Ø 110х8,1 мм питьевая ГОСТ 18599","93,8",сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,"12,5",NaN,575,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-110-sdr13-6-pn-12-5-2/,110,NaN,rub,NaN,NaN,нет,"13,6",NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,"8,1","электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"2,61"
14889477-50c3-4233-a40b-775d33e6d086,13,Труба 110 мм для электрического кабеля термостойкая F3 16 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля термостойкая F3 16 кН/м2,"97,1",сварка нагретым инструментом встык,SN 16,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,605,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-f3-16-kn-m2/,110,NaN,rub,NaN,NaN,нет,17,NaN,F3 16 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"6,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","2,2"
9d536837-bd31-4cba-85ab-ebd099e46e68,13,Труба 110 мм для электрического кабеля негорючая 4 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля негорючая 4 кН/м2,"101,5",сварка нагретым инструментом встык,SN 4,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,613,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-negoryuchaya-4-kn-m2/,110,NaN,rub,NaN,NaN,нет,26,NaN,4 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"4,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","1,4"
c69c2ac2-bf69-4b1a-99ef-e5e5f0b8f9c5,13,Труба 110 мм для электрического кабеля F1 64 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля F1 64 кН/м2,90,сварка нагретым инструментом встык,SN 64,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,640,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-f1-64-kn-m2/,110,NaN,rub,NaN,NaN,нет,11,NaN,F1 64 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,10,электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","3,1"
b795fdd6-eba0-4e8b-80d1-da3598c507a4,13,"Труба 110 мм для электрического кабеля термостойкая, негорючая 4 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 110 мм для эл. кабеля термостойкая, негорючая 4 кН/м2","101,5",сварка нагретым инструментом встык,SN 4,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,682,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-4-kn-m2/,110,NaN,rub,NaN,NaN,нет,26,NaN,4 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"4,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","1,4"
8bdd3f30-f4c3-474f-9d1a-6d28833ad3eb,13,Труба (ПНД) ПЭ 100 SDR 11 Ø 110х10 мм питьевая ГОСТ 18599 изготавливается из полиэтилена и предназначена для подземных сетей напорного водоснабжения. Соответствуют требованиям ГОСТ 18599-2001. Трубы выпускаются в отрезках по 13 м. Трубы малого (до 110 мм включительно) диаметра могут выпускаться в бухтах. Труба (ПНД) ПЭ 100 SDR 11 Ø 110х10 мм питьевая ГОСТ 18599 разрешена к применению АО «Мосводоканал» и ГУП «Водоканал Санкт-Петербурга».,NaN,NaN,"черный, черный с синими полосами",Труба (ПНД) ПЭ 100 SDR 11 Ø 110х10 мм питьевая ГОСТ 18599,90,сварка нагретым инструментом встык,NaN,полиэтилен (ПЭ / ПНД) класса ПЭ 100,"монолитная, однослойная",NaN,Россия,16,NaN,692,https://nf-truba.ru/catalog/product/truba-napornaya-pe100-d-110-sdr11-pn-16-2/,110,NaN,rub,NaN,NaN,нет,11,NaN,NaN,без раструба,NaN,для питьевого водоснабжения,NaN,м.п.,без защитного покрытия,10,"электромуфтовая сварка, фланцевое соединение",ГОСТ 18599-2001,"3,14"
13c9c191-01d4-4a02-a64a-51023edc9f2a,13,Труба 110 мм для электрического кабеля термостойкая F2 32 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля термостойкая F2 32 кН/м2,"93,8",сварка нагретым инструментом встык,SN 32,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,715,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-f2-32-kn-m2/,110,NaN,rub,NaN,NaN,нет,"13,6",NaN,F2 32 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"8,1",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","2,6"
76ab4eaf-a9e5-4a51-9469-1d23a495aa9e,13,Труба 110 мм для электрического кабеля негорючая 8 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля негорючая 8 кН/м2,"99,5",сварка нагретым инструментом встык,SN 8,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,763,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-negoryuchaya-8-kn-m2/,110,NaN,rub,NaN,NaN,нет,21,NaN,8 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"5,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","1,8"
3d69b4e8-0673-4e0d-bf87-468425ad6a1d,13,Труба 110 мм для электрического кабеля 96 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля 96 кН/м2,"85,6",сварка нагретым инструментом встык,SN 96,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,785,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-96-kn-m2/,110,NaN,rub,NaN,NaN,нет,9,NaN,96 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"12,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","3,8"
b3bb45fd-a9da-46f8-a45c-e5ddc2437c20,13,"Труба 110 мм для электрического кабеля термостойкая, негорючая 8 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 110 мм для эл. кабеля термостойкая, негорючая 8 кН/м2","99,5",сварка нагретым инструментом встык,SN 8,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,850,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-8-kn-m2/,110,NaN,rub,NaN,NaN,нет,21,NaN,8 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"5,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","1,8"
e102b76f-876b-429f-b4e8-0f6f7141d74a,13,Труба 110 мм для электрического кабеля термостойкая F1 64 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля термостойкая F1 64 кН/м2,90,сварка нагретым инструментом встык,SN 64,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,853,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-f1-64-kn-m2/,110,NaN,rub,NaN,NaN,нет,11,NaN,F1 64 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,10,электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","3,1"
0b0212d0-2f70-43c3-971e-fa62464b7818,13,Труба 110 мм для электрического кабеля негорючая F3 16 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля негорючая F3 16 кН/м2,"97,1",сварка нагретым инструментом встык,SN 16,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,930,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-negoryuchaya-f3-16-kn-m2/,110,NaN,rub,NaN,NaN,нет,17,NaN,F3 16 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"6,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","2,2"
4f475215-a4a2-4407-810a-255c343c3fc6,13,"Труба 110 мм для электрического кабеля термостойкая, негорючая F3 16 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 110 мм для эл. кабеля термостойкая, негорючая F3 16 кН/м2","97,1",сварка нагретым инструментом встык,SN 16,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,1 036,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-f3-16-kn-m2/,110,NaN,rub,NaN,NaN,нет,17,NaN,F3 16 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"6,5",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","2,2"
33d44d72-8cac-4466-a722-fe25e1fb0a1a,13,Труба 110 мм для электрического кабеля термостойкая 96 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля термостойкая 96 кН/м2,"85,6",сварка нагретым инструментом встык,SN 96,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,1 045,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-96-kn-m2/,110,NaN,rub,NaN,NaN,нет,9,NaN,96 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"12,2",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","3,8"
d60a3cff-c25b-4aa5-94f8-97d6e54891ac,13,Труба 110 мм для электрического кабеля негорючая F2 32 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля негорючая F2 32 кН/м2,"93,8",сварка нагретым инструментом встык,SN 32,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,1 125,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-negoryuchaya-f2-32-kn-m2/,110,NaN,rub,NaN,NaN,нет,"13,6",NaN,F2 32 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"8,1",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","2,6"
43c39fc6-e6d9-4596-b3f6-07daa332e11d,13,"Труба 110 мм для электрического кабеля термостойкая, негорючая F2 32 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062",NaN,NaN,красная,"Труба 110 мм для эл. кабеля термостойкая, негорючая F2 32 кН/м2","93,8",сварка нагретым инструментом встык,SN 32,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,1 253,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-termostojkaya-negoryuchaya-f2-32-kn-m2/,110,NaN,rub,NaN,NaN,нет,"13,6",NaN,F2 32 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,"8,1",электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","2,6"
b5df7fe4-7660-4ae6-9186-d08e114652c3,13,Труба 110 мм для электрического кабеля негорючая F1 64 кН/м2 полиэтиленовая из ПЭ 100 по ТУ 2248-003-34311062,NaN,NaN,красная,Труба 110 мм для эл. кабеля негорючая F1 64 кН/м2,90,сварка нагретым инструментом встык,SN 64,полиэтилен (ПЭ / ПНД),"монолитная, многослойная (соэкструзия)",NaN,Россия,NaN,NaN,1 353,https://nf-truba.ru/catalog/product/truba-110-mm-dlya-el-kabelya-negoryuchaya-f1-64-kn-m2/,110,NaN,rub,NaN,NaN,нет,11,NaN,F1 64 кН/м2,без раструба,NaN,защита кабеля,NaN,м.п.,без защитного покрытия,10,электромуфтовая сварка,"ГОСТ Р МЭК 61386.24-2014, ГОСТ Р 53313-2009","3,1"
